inspection_id,timestamp,batch_id,line_id,fabric_type,gsm,tensile_strength,defect_count,defect_type,is_defective,scrap_cost_usd
INS-1499,2026-09-06 04:45:00,BATCH-D,Line-3,Cotton,185.8,35.32,1,None,0,40.0
INS-1500,2026-09-06 05:00:00,BATCH-C,Line-1,Cotton,190.9,53.18,2,None,0,50.0
INS-1501,2026-09-06 05:15:00,BATCH-A,Line-3,Linen,169.9,39.97,0,Broken Yarn,1,0.0
INS-1502,2026-09-06 05:30:00,BATCH-A,Line-1,Cotton,176.9,43.38,1,None,0,12.5
INS-1503,2026-09-06 05:45:00,BATCH-D,Line-1,Denim,153.8,48.28,0,Stain,1,0.0
INS-1504,2026-09-06 06:00:00,BATCH-C,Line-1,Denim,193.6,52.17,0,None,0,0.0
INS-1505,2026-09-06 06:15:00,BATCH-A,Line-2,Denim,176.8,46.29,0,None,0,0.0
INS-1506,2026-09-06 06:30:00,BATCH-D,Line-1,Denim,192.1,39.03,2,None,0,25.0
INS-1507,2026-09-06 06:45:00,BATCH-C,Line-1,Cotton,183.1,43.49,3,Broken Yarn,1,37.5
INS-1508,2026-09-06 07:00:00,BATCH-D,Line-2,Linen,177.2,41.61,3,None,0,75.0
INS-1509,2026-09-06 07:15:00,BATCH-B,Line-1,Linen,156.1,44.81,0,Stain,1,0.0
INS-1510,2026-09-06 07:30:00,BATCH-A,Line-3,Linen,158.8,51.16,1,None,0,25.0
INS-1511,2026-09-06 07:45:00,BATCH-B,Line-3,Linen,141.1,32.31,1,Stain,1,40.0
INS-1512,2026-09-06 08:00:00,BATCH-C,Line-1,Polyester Blend,171.6,42.94,2,None,0,80.0
INS-1513,2026-09-06 08:15:00,BATCH-B,Line-2,Linen,214.2,42.58,2,None,0,25.0
INS-1514,2026-09-06 08:30:00,BATCH-B,Line-3,Polyester Blend,160.7,38.72,1,Stain,1,25.0
INS-1515,2026-09-06 08:45:00,BATCH-C,Line-2,Polyester Blend,140.5,47.93,0,None,0,0.0
INS-1516,2026-09-06 09:00:00,BATCH-D,Line-2,Denim,194.4,37.93,1,None,0,40.0
INS-1517,2026-09-06 09:15:00,BATCH-B,Line-3,Polyester Blend,215.5,38.5,1,None,0,25.0
INS-1518,2026-09-06 09:30:00,BATCH-D,Line-2,Cotton,184.5,49.26,1,Stain,1,40.0
INS-1519,2026-09-06 09:45:00,BATCH-B,Line-3,Polyester Blend,184.3,52.5,1,Crease,1,40.0
INS-1520,2026-09-06 10:00:00,BATCH-D,Line-2,Denim,175.4,44.62,2,None,0,50.0
INS-1521,2026-09-06 10:15:00,BATCH-C,Line-3,Polyester Blend,153.1,38.91,3,None,0,120.0
INS-1522,2026-09-06 10:30:00,BATCH-B,Line-1,Cotton,158.2,41.47,2,Stain,1,50.0
INS-1523,2026-09-06 10:45:00,BATCH-C,Line-3,Cotton,175.2,50.04,0,None,0,0.0
INS-1524,2026-09-06 11:00:00,BATCH-B,Line-3,Cotton,172.4,45.58,2,Crease,1,50.0
INS-1525,2026-09-06 11:15:00,BATCH-C,Line-3,Denim,178.3,44.49,0,None,0,0.0
INS-1526,2026-09-06 11:30:00,BATCH-C,Line-3,Denim,192.4,46.57,2,Crease,1,80.0
INS-1527,2026-09-06 11:45:00,BATCH-B,Line-2,Linen,171.3,44.81,2,Broken Yarn,1,50.0
INS-1528,2026-09-06 12:00:00,BATCH-B,Line-1,Denim,192.7,52.73,1,Stain,1,40.0
INS-1529,2026-09-06 12:15:00,BATCH-B,Line-3,Cotton,171.4,41.25,2,Broken Yarn,1,50.0
INS-1530,2026-09-06 12:30:00,BATCH-A,Line-2,Cotton,195.6,40.68,0,None,0,0.0
INS-1531,2026-09-06 12:45:00,BATCH-D,Line-1,Denim,181.3,38.08,1,None,0,40.0
INS-1532,2026-09-06 13:00:00,BATCH-A,Line-1,Polyester Blend,173.5,42.3,1,None,0,12.5
INS-1533,2026-09-06 13:15:00,BATCH-A,Line-1,Denim,181.0,39.54,0,Broken Yarn,1,0.0
INS-1534,2026-09-06 13:30:00,BATCH-C,Line-1,Denim,175.6,46.09,1,Broken Yarn,1,12.5
INS-1535,2026-09-06 13:45:00,BATCH-B,Line-3,Cotton,181.7,45.1,2,Hole,1,25.0
INS-1536,2026-09-06 14:00:00,BATCH-D,Line-3,Linen,191.4,39.6,1,None,0,40.0
INS-1537,2026-09-06 14:15:00,BATCH-C,Line-2,Cotton,178.7,47.95,3,None,0,37.5
INS-1538,2026-09-06 14:30:00,BATCH-A,Line-2,Linen,174.5,52.58,1,None,0,25.0
INS-1539,2026-09-06 14:45:00,BATCH-B,Line-2,Cotton,163.1,46.79,1,Broken Yarn,1,25.0
INS-1540,2026-09-06 15:00:00,BATCH-C,Line-1,Denim,188.7,32.28,1,None,0,12.5
INS-1541,2026-09-06 15:15:00,BATCH-B,Line-1,Cotton,185.2,54.94,1,None,0,25.0
INS-1542,2026-09-06 15:30:00,BATCH-C,Line-3,Cotton,162.3,48.73,1,Stain,1,40.0
INS-1543,2026-09-06 15:45:00,BATCH-B,Line-1,Cotton,192.5,54.78,1,None,0,25.0
INS-1544,2026-09-06 16:00:00,BATCH-A,Line-1,Denim,162.0,50.45,2,None,0,25.0
INS-1545,2026-09-06 16:15:00,BATCH-D,Line-1,Denim,195.4,51.45,0,None,0,0.0
INS-1546,2026-09-06 16:30:00,BATCH-A,Line-2,Denim,190.3,46.03,2,Broken Yarn,1,50.0
INS-1547,2026-09-06 16:45:00,BATCH-D,Line-2,Denim,186.3,43.69,5,None,0,200.0
INS-1548,2026-09-06 17:00:00,BATCH-B,Line-3,Linen,174.3,46.87,0,Broken Yarn,1,0.0
INS-1549,2026-09-06 17:15:00,BATCH-C,Line-1,Linen,188.6,41.46,2,None,0,50.0
INS-1550,2026-09-06 17:30:00,BATCH-A,Line-1,Polyester Blend,196.1,47.17,1,Hole,1,40.0
INS-1551,2026-09-06 17:45:00,BATCH-D,Line-3,Denim,188.9,31.87,1,None,0,40.0
INS-1552,2026-09-06 18:00:00,BATCH-A,Line-1,Linen,169.9,45.21,1,None,0,25.0
INS-1553,2026-09-06 18:15:00,BATCH-D,Line-1,Cotton,184.0,51.72,1,Broken Yarn,1,40.0
INS-1554,2026-09-06 18:30:00,BATCH-A,Line-2,Denim,197.0,45.47,2,Broken Yarn,1,80.0
INS-1555,2026-09-06 18:45:00,BATCH-D,Line-3,Polyester Blend,213.0,53.64,0,None,0,0.0
INS-1556,2026-09-06 19:00:00,BATCH-D,Line-3,Polyester Blend,176.9,43.68,1,Stain,1,12.5
INS-1557,2026-09-06 19:15:00,BATCH-B,Line-3,Polyester Blend,192.9,50.01,1,None,0,12.5
INS-1558,2026-09-06 19:30:00,BATCH-D,Line-3,Cotton,197.0,40.61,1,Crease,1,12.5
INS-1559,2026-09-06 19:45:00,BATCH-B,Line-2,Linen,167.8,49.81,2,Stain,1,25.0
INS-1560,2026-09-06 20:00:00,BATCH-D,Line-2,Cotton,206.7,46.16,1,None,0,12.5
INS-1561,2026-09-06 20:15:00,BATCH-C,Line-1,Denim,164.0,43.9,1,Stain,1,25.0
INS-1562,2026-09-06 20:30:00,BATCH-C,Line-1,Polyester Blend,192.1,32.13,2,None,0,25.0
INS-1563,2026-09-06 20:45:00,BATCH-C,Line-1,Cotton,184.6,43.73,1,None,0,40.0
INS-1564,2026-09-06 21:00:00,BATCH-D,Line-1,Cotton,180.8,46.07,2,Crease,1,50.0
INS-1565,2026-09-06 21:15:00,BATCH-B,Line-2,Linen,218.2,49.14,1,Broken Yarn,1,40.0
INS-1566,2026-09-06 21:30:00,BATCH-B,Line-3,Linen,175.5,52.8,1,None,0,12.5
INS-1567,2026-09-06 21:45:00,BATCH-D,Line-2,Polyester Blend,175.2,55.18,2,None,0,25.0
INS-1568,2026-09-06 22:00:00,BATCH-C,Line-1,Cotton,200.0,51.23,1,None,0,40.0
INS-1569,2026-09-06 22:15:00,BATCH-C,Line-2,Cotton,191.4,42.19,1,Crease,1,40.0
INS-1570,2026-09-06 22:30:00,BATCH-B,Line-3,Linen,199.2,43.48,0,None,0,0.0
INS-1571,2026-09-06 22:45:00,BATCH-C,Line-3,Cotton,181.8,48.69,2,None,0,50.0
INS-1572,2026-09-06 23:00:00,BATCH-A,Line-2,Cotton,184.8,47.6,1,None,0,12.5
INS-1573,2026-09-06 23:15:00,BATCH-B,Line-2,Cotton,208.5,53.14,2,None,0,80.0
INS-1574,2026-09-06 23:30:00,BATCH-C,Line-2,Linen,167.5,57.4,2,None,0,25.0
INS-1575,2026-09-06 23:45:00,BATCH-B,Line-1,Polyester Blend,178.5,56.34,1,None,0,40.0
INS-1576,2026-09-07 00:00:00,BATCH-A,Line-2,Denim,192.0,52.47,2,None,0,25.0
INS-1577,2026-09-07 00:15:00,BATCH-B,Line-2,Polyester Blend,177.1,47.64,3,None,0,75.0
INS-1578,2026-09-07 00:30:00,BATCH-B,Line-2,Denim,171.4,51.75,4,Crease,1,50.0
INS-1579,2026-09-07 00:45:00,BATCH-B,Line-3,Cotton,189.3,53.31,1,None,0,40.0
INS-1580,2026-09-07 01:00:00,BATCH-B,Line-3,Polyester Blend,200.0,44.26,4,Stain,1,50.0
INS-1581,2026-09-07 01:15:00,BATCH-A,Line-1,Denim,177.9,42.34,0,Stain,1,0.0
INS-1582,2026-09-07 01:30:00,BATCH-D,Line-1,Linen,177.5,41.16,1,Stain,1,25.0
INS-1583,2026-09-07 01:45:00,BATCH-B,Line-3,Linen,170.3,40.62,0,Hole,1,0.0
INS-1584,2026-09-07 02:00:00,BATCH-B,Line-3,Polyester Blend,175.6,38.09,0,None,0,0.0
INS-1585,2026-09-07 02:15:00,BATCH-C,Line-3,Polyester Blend,196.3,46.25,3,None,0,75.0
INS-1586,2026-09-07 02:30:00,BATCH-B,Line-2,Cotton,181.2,40.0,1,None,0,25.0
INS-1587,2026-09-07 02:45:00,BATCH-C,Line-2,Polyester Blend,167.9,41.08,2,None,0,25.0
INS-1588,2026-09-07 03:00:00,BATCH-D,Line-3,Cotton,183.9,48.51,0,Broken Yarn,1,0.0
INS-1589,2026-09-07 03:15:00,BATCH-A,Line-2,Cotton,195.8,45.91,0,Broken Yarn,1,0.0
INS-1590,2026-09-07 03:30:00,BATCH-A,Line-2,Linen,171.6,47.15,3,Hole,1,120.0
INS-1591,2026-09-07 03:45:00,BATCH-D,Line-1,Linen,160.1,51.83,2,None,0,80.0
INS-1592,2026-09-07 04:00:00,BATCH-A,Line-3,Denim,212.9,49.32,2,Crease,1,80.0
INS-1593,2026-09-07 04:15:00,BATCH-D,Line-3,Linen,159.3,52.59,6,None,0,75.0
INS-1594,2026-09-07 04:30:00,BATCH-D,Line-2,Linen,174.6,45.4,0,None,0,0.0
INS-1595,2026-09-07 04:45:00,BATCH-D,Line-3,Polyester Blend,183.5,53.06,2,None,0,25.0
INS-1596,2026-09-07 05:00:00,BATCH-A,Line-1,Linen,175.9,46.8,0,Stain,1,0.0
INS-1597,2026-09-07 05:15:00,BATCH-C,Line-1,Denim,178.9,45.84,0,None,0,0.0
INS-1598,2026-09-07 05:30:00,BATCH-D,Line-1,Polyester Blend,188.7,52.31,5,Crease,1,125.0
INS-1599,2026-09-07 05:45:00,BATCH-B,Line-3,Denim,144.1,40.64,2,Crease,1,80.0
INS-1600,2026-09-07 06:00:00,BATCH-A,Line-3,Linen,161.0,55.12,2,Hole,1,25.0
INS-1601,2026-09-07 06:15:00,BATCH-D,Line-3,Denim,180.7,43.59,2,None,0,25.0
INS-1602,2026-09-07 06:30:00,BATCH-D,Line-3,Polyester Blend,173.9,38.91,1,Hole,1,25.0
INS-1603,2026-09-07 06:45:00,BATCH-B,Line-3,Cotton,181.9,48.27,3,Stain,1,37.5
INS-1604,2026-09-07 07:00:00,BATCH-C,Line-1,Denim,183.4,43.11,2,None,0,80.0
INS-1605,2026-09-07 07:15:00,BATCH-C,Line-2,Denim,148.3,55.13,3,None,0,37.5
INS-1606,2026-09-07 07:30:00,BATCH-C,Line-1,Polyester Blend,199.1,42.84,2,None,0,50.0
INS-1607,2026-09-07 07:45:00,BATCH-D,Line-3,Polyester Blend,172.5,46.57,0,None,0,0.0
INS-1608,2026-09-07 08:00:00,BATCH-D,Line-1,Denim,167.0,37.87,1,None,0,40.0
INS-1609,2026-09-07 08:15:00,BATCH-D,Line-3,Linen,183.1,49.06,0,Crease,1,0.0
INS-1610,2026-09-07 08:30:00,BATCH-A,Line-3,Denim,181.6,41.11,2,None,0,25.0
INS-1611,2026-09-07 08:45:00,BATCH-B,Line-1,Polyester Blend,198.0,48.47,3,None,0,75.0
INS-1612,2026-09-07 09:00:00,BATCH-D,Line-3,Cotton,184.1,42.86,5,Crease,1,62.5
INS-1613,2026-09-07 09:15:00,BATCH-B,Line-2,Cotton,197.4,34.77,1,None,0,12.5
INS-1614,2026-09-07 09:30:00,BATCH-B,Line-3,Linen,165.9,45.66,2,Hole,1,80.0
INS-1615,2026-09-07 09:45:00,BATCH-C,Line-2,Denim,182.1,45.43,1,None,0,25.0
INS-1616,2026-09-07 10:00:00,BATCH-A,Line-2,Cotton,163.3,49.41,1,None,0,40.0
INS-1617,2026-09-07 10:15:00,BATCH-D,Line-3,Denim,181.5,52.78,2,None,0,50.0
INS-1618,2026-09-07 10:30:00,BATCH-C,Line-1,Polyester Blend,178.3,54.56,3,None,0,75.0
INS-1619,2026-09-07 10:45:00,BATCH-C,Line-2,Cotton,177.6,49.32,2,None,0,80.0
INS-1620,2026-09-07 11:00:00,BATCH-D,Line-1,Linen,177.8,46.39,1,Stain,1,25.0
INS-1621,2026-09-07 11:15:00,BATCH-B,Line-2,Polyester Blend,191.0,37.86,1,None,0,25.0
INS-1622,2026-09-07 11:30:00,BATCH-C,Line-3,Linen,155.9,46.01,2,Hole,1,25.0
INS-1623,2026-09-07 11:45:00,BATCH-B,Line-3,Polyester Blend,166.5,46.07,1,None,0,25.0
INS-1624,2026-09-07 12:00:00,BATCH-A,Line-2,Cotton,179.4,44.01,1,None,0,25.0
INS-1625,2026-09-07 12:15:00,BATCH-B,Line-3,Linen,162.3,48.16,2,Broken Yarn,1,80.0
INS-1626,2026-09-07 12:30:00,BATCH-A,Line-2,Linen,180.7,50.61,0,None,0,0.0
INS-1627,2026-09-07 12:45:00,BATCH-B,Line-3,Polyester Blend,179.2,40.91,1,Stain,1,25.0
INS-1628,2026-09-07 13:00:00,BATCH-C,Line-1,Linen,158.9,40.83,2,Crease,1,25.0
INS-1629,2026-09-07 13:15:00,BATCH-C,Line-3,Polyester Blend,158.2,44.3,4,Stain,1,50.0
INS-1630,2026-09-07 13:30:00,BATCH-A,Line-1,Polyester Blend,140.6,41.92,0,None,0,0.0
INS-1631,2026-09-07 13:45:00,BATCH-D,Line-3,Polyester Blend,161.7,36.79,2,None,0,50.0
INS-1632,2026-09-07 14:00:00,BATCH-A,Line-1,Polyester Blend,180.2,40.02,2,Broken Yarn,1,50.0
INS-1633,2026-09-07 14:15:00,BATCH-A,Line-3,Cotton,182.3,38.84,1,Stain,1,12.5
INS-1634,2026-09-07 14:30:00,BATCH-B,Line-1,Polyester Blend,183.0,51.04,1,None,0,12.5
INS-1635,2026-09-07 14:45:00,BATCH-B,Line-2,Denim,168.3,53.51,1,None,0,12.5
INS-1636,2026-09-07 15:00:00,BATCH-A,Line-2,Linen,179.7,39.52,2,None,0,80.0
INS-1637,2026-09-07 15:15:00,BATCH-C,Line-1,Denim,186.0,47.73,2,None,0,50.0
INS-1638,2026-09-07 15:30:00,BATCH-B,Line-3,Cotton,161.0,49.37,2,None,0,80.0
INS-1639,2026-09-07 15:45:00,BATCH-D,Line-1,Denim,181.8,37.54,2,None,0,50.0
INS-1640,2026-09-07 16:00:00,BATCH-B,Line-3,Linen,189.8,45.8,1,Stain,1,40.0
INS-1641,2026-09-07 16:15:00,BATCH-B,Line-2,Denim,172.6,57.67,3,Crease,1,75.0
INS-1642,2026-09-07 16:30:00,BATCH-D,Line-3,Cotton,195.9,48.39,1,Broken Yarn,1,12.5
INS-1643,2026-09-07 16:45:00,BATCH-A,Line-2,Polyester Blend,173.0,43.77,0,None,0,0.0
INS-1644,2026-09-07 17:00:00,BATCH-D,Line-3,Denim,167.1,42.2,1,None,0,12.5
INS-1645,2026-09-07 17:15:00,BATCH-A,Line-3,Cotton,188.4,34.89,0,Crease,1,0.0
INS-1646,2026-09-07 17:30:00,BATCH-A,Line-3,Cotton,210.5,47.35,0,Crease,1,0.0
INS-1647,2026-09-07 17:45:00,BATCH-A,Line-1,Linen,181.3,54.74,0,Crease,1,0.0
INS-1648,2026-09-07 18:00:00,BATCH-D,Line-1,Linen,189.5,40.93,0,Stain,1,0.0
INS-1649,2026-09-07 18:15:00,BATCH-A,Line-2,Denim,172.4,35.32,0,None,0,0.0
INS-1650,2026-09-07 18:30:00,BATCH-C,Line-2,Polyester Blend,161.4,41.68,1,Stain,1,40.0
INS-1651,2026-09-07 18:45:00,BATCH-D,Line-1,Cotton,182.5,49.41,0,None,0,0.0
INS-1652,2026-09-07 19:00:00,BATCH-C,Line-2,Denim,184.9,42.86,1,None,0,25.0
INS-1653,2026-09-07 19:15:00,BATCH-A,Line-1,Cotton,174.6,40.9,0,Broken Yarn,1,0.0
INS-1654,2026-09-07 19:30:00,BATCH-B,Line-3,Cotton,189.5,45.1,0,None,0,0.0
INS-1655,2026-09-07 19:45:00,BATCH-A,Line-2,Polyester Blend,170.2,46.15,2,None,0,25.0
INS-1656,2026-09-07 20:00:00,BATCH-C,Line-2,Polyester Blend,166.5,38.06,0,None,0,0.0
INS-1657,2026-09-07 20:15:00,BATCH-C,Line-1,Denim,195.9,43.91,2,None,0,50.0
INS-1658,2026-09-07 20:30:00,BATCH-D,Line-2,Polyester Blend,196.0,42.51,3,Hole,1,75.0
INS-1659,2026-09-07 20:45:00,BATCH-B,Line-2,Polyester Blend,170.5,41.8,0,None,0,0.0
INS-1660,2026-09-07 21:00:00,BATCH-D,Line-3,Denim,205.8,39.91,0,None,0,0.0
INS-1661,2026-09-07 21:15:00,BATCH-C,Line-2,Polyester Blend,175.7,49.71,1,None,0,40.0
INS-1662,2026-09-07 21:30:00,BATCH-A,Line-3,Linen,181.3,41.78,3,None,0,37.5
INS-1663,2026-09-07 21:45:00,BATCH-B,Line-1,Cotton,178.7,35.03,3,None,0,75.0
INS-1664,2026-09-07 22:00:00,BATCH-A,Line-2,Cotton,187.9,46.32,0,Broken Yarn,1,0.0
INS-1665,2026-09-07 22:15:00,BATCH-A,Line-3,Cotton,184.1,48.63,0,None,0,0.0
INS-1666,2026-09-07 22:30:00,BATCH-B,Line-1,Cotton,183.9,41.02,1,Stain,1,40.0
INS-1667,2026-09-07 22:45:00,BATCH-D,Line-2,Denim,164.7,42.2,2,Crease,1,80.0
INS-1668,2026-09-07 23:00:00,BATCH-A,Line-1,Cotton,154.7,41.75,1,Broken Yarn,1,12.5
INS-1669,2026-09-07 23:15:00,BATCH-C,Line-2,Cotton,197.1,43.27,4,None,0,160.0
INS-1670,2026-09-07 23:30:00,BATCH-A,Line-1,Cotton,171.8,50.53,0,None,0,0.0
INS-1671,2026-09-07 23:45:00,BATCH-B,Line-1,Cotton,179.3,44.43,2,Hole,1,25.0
INS-1672,2026-09-08 00:00:00,BATCH-B,Line-3,Linen,184.9,49.2,0,None,0,0.0
INS-1673,2026-09-08 00:15:00,BATCH-B,Line-1,Cotton,204.4,40.16,1,Stain,1,12.5
INS-1674,2026-09-08 00:30:00,BATCH-D,Line-2,Linen,182.4,43.08,2,Hole,1,25.0
INS-1675,2026-09-08 00:45:00,BATCH-A,Line-2,Denim,174.1,49.77,0,Crease,1,0.0
INS-1676,2026-09-08 01:00:00,BATCH-D,Line-3,Polyester Blend,172.1,40.97,3,Crease,1,120.0
INS-1677,2026-09-08 01:15:00,BATCH-D,Line-2,Cotton,179.4,50.06,0,None,0,0.0
INS-1678,2026-09-08 01:30:00,BATCH-B,Line-2,Polyester Blend,166.4,41.86,2,None,0,25.0
INS-1679,2026-09-08 01:45:00,BATCH-B,Line-2,Polyester Blend,180.4,43.39,1,Crease,1,40.0
INS-1680,2026-09-08 02:00:00,BATCH-D,Line-1,Denim,179.2,53.35,1,None,0,25.0
INS-1681,2026-09-08 02:15:00,BATCH-A,Line-1,Polyester Blend,204.6,42.82,1,None,0,12.5
INS-1682,2026-09-08 02:30:00,BATCH-C,Line-2,Linen,178.7,45.73,3,Broken Yarn,1,37.5
INS-1683,2026-09-08 02:45:00,BATCH-D,Line-3,Polyester Blend,151.1,48.08,0,None,0,0.0
INS-1684,2026-09-08 03:00:00,BATCH-A,Line-1,Polyester Blend,220.1,46.13,0,Hole,1,0.0
INS-1685,2026-09-08 03:15:00,BATCH-B,Line-3,Polyester Blend,194.4,46.28,0,Broken Yarn,1,0.0
INS-1686,2026-09-08 03:30:00,BATCH-B,Line-2,Cotton,211.2,44.72,3,None,0,75.0
INS-1687,2026-09-08 03:45:00,BATCH-A,Line-2,Cotton,162.6,38.49,1,Crease,1,40.0
INS-1688,2026-09-08 04:00:00,BATCH-C,Line-1,Linen,176.7,46.74,0,Stain,1,0.0
INS-1689,2026-09-08 04:15:00,BATCH-B,Line-2,Linen,190.1,41.34,2,Broken Yarn,1,25.0
INS-1690,2026-09-08 04:30:00,BATCH-B,Line-1,Cotton,188.0,48.88,2,None,0,25.0
INS-1691,2026-09-08 04:45:00,BATCH-B,Line-2,Linen,184.6,51.86,1,None,0,12.5
INS-1692,2026-09-08 05:00:00,BATCH-A,Line-2,Cotton,147.0,35.97,0,Broken Yarn,1,0.0
INS-1693,2026-09-08 05:15:00,BATCH-D,Line-1,Denim,154.3,51.87,2,None,0,80.0
INS-1694,2026-09-08 05:30:00,BATCH-B,Line-1,Polyester Blend,202.8,42.94,3,None,0,120.0
INS-1695,2026-09-08 05:45:00,BATCH-D,Line-1,Polyester Blend,205.4,44.35,2,Broken Yarn,1,25.0
INS-1696,2026-09-08 06:00:00,BATCH-C,Line-2,Linen,178.4,40.44,1,None,0,12.5
INS-1697,2026-09-08 06:15:00,BATCH-B,Line-2,Cotton,200.9,45.94,1,None,0,25.0
INS-1698,2026-09-08 06:30:00,BATCH-B,Line-3,Cotton,164.7,45.33,1,None,0,40.0
INS-1699,2026-09-08 06:45:00,BATCH-C,Line-1,Linen,168.1,50.38,0,None,0,0.0
INS-1700,2026-09-08 07:00:00,BATCH-B,Line-2,Cotton,163.5,41.29,3,Stain,1,120.0
INS-1701,2026-09-08 07:15:00,BATCH-D,Line-2,Denim,167.3,53.3,2,None,0,50.0
INS-1702,2026-09-08 07:30:00,BATCH-A,Line-1,Polyester Blend,190.8,48.32,0,None,0,0.0
INS-1703,2026-09-08 07:45:00,BATCH-D,Line-3,Linen,167.1,45.45,3,Broken Yarn,1,75.0
INS-1704,2026-09-08 08:00:00,BATCH-A,Line-1,Linen,213.6,44.1,1,Crease,1,25.0
INS-1705,2026-09-08 08:15:00,BATCH-A,Line-3,Cotton,186.9,43.47,2,Broken Yarn,1,25.0
INS-1706,2026-09-08 08:30:00,BATCH-D,Line-2,Linen,196.3,43.79,3,None,0,120.0
INS-1707,2026-09-08 08:45:00,BATCH-D,Line-3,Denim,187.3,45.84,0,None,0,0.0
INS-1708,2026-09-08 09:00:00,BATCH-D,Line-2,Cotton,198.2,43.96,1,Hole,1,12.5
INS-1709,2026-09-08 09:15:00,BATCH-D,Line-1,Cotton,167.0,41.8,0,None,0,0.0
INS-1710,2026-09-08 09:30:00,BATCH-C,Line-1,Cotton,201.7,45.87,3,Broken Yarn,1,75.0
INS-1711,2026-09-08 09:45:00,BATCH-B,Line-1,Cotton,182.1,40.82,1,None,0,25.0
INS-1712,2026-09-08 10:00:00,BATCH-A,Line-3,Denim,198.1,46.61,1,None,0,40.0
INS-1713,2026-09-08 10:15:00,BATCH-D,Line-2,Cotton,158.4,43.88,3,Stain,1,75.0
INS-1714,2026-09-08 10:30:00,BATCH-D,Line-1,Linen,182.7,48.48,0,Broken Yarn,1,0.0
INS-1715,2026-09-08 10:45:00,BATCH-D,Line-1,Denim,182.2,49.95,3,Broken Yarn,1,75.0
INS-1716,2026-09-08 11:00:00,BATCH-C,Line-2,Polyester Blend,170.7,49.94,3,None,0,37.5
INS-1717,2026-09-08 11:15:00,BATCH-D,Line-1,Polyester Blend,184.7,46.59,0,None,0,0.0
INS-1718,2026-09-08 11:30:00,BATCH-D,Line-2,Linen,203.1,47.17,1,None,0,40.0
INS-1719,2026-09-08 11:45:00,BATCH-D,Line-2,Linen,169.6,43.39,2,None,0,80.0
INS-1720,2026-09-08 12:00:00,BATCH-B,Line-2,Denim,194.4,48.39,3,None,0,37.5
INS-1721,2026-09-08 12:15:00,BATCH-C,Line-2,Polyester Blend,163.1,48.95,2,None,0,25.0
INS-1722,2026-09-08 12:30:00,BATCH-D,Line-2,Polyester Blend,211.6,37.16,1,None,0,25.0
INS-1723,2026-09-08 12:45:00,BATCH-A,Line-3,Polyester Blend,191.8,46.89,4,Crease,1,50.0
INS-1724,2026-09-08 13:00:00,BATCH-A,Line-1,Polyester Blend,205.9,51.84,1,Stain,1,40.0
INS-1725,2026-09-08 13:15:00,BATCH-A,Line-3,Polyester Blend,190.1,43.22,2,Crease,1,25.0
INS-1726,2026-09-08 13:30:00,BATCH-C,Line-1,Cotton,185.9,42.13,2,None,0,80.0
INS-1727,2026-09-08 13:45:00,BATCH-C,Line-3,Linen,191.9,42.9,3,Crease,1,120.0
INS-1728,2026-09-08 14:00:00,BATCH-A,Line-2,Cotton,178.0,37.48,1,None,0,25.0
INS-1729,2026-09-08 14:15:00,BATCH-D,Line-1,Polyester Blend,155.7,45.63,1,None,0,25.0
INS-1730,2026-09-08 14:30:00,BATCH-C,Line-1,Denim,186.7,45.15,1,Stain,1,25.0
INS-1731,2026-09-08 14:45:00,BATCH-A,Line-3,Denim,168.7,45.99,1,None,0,25.0
INS-1732,2026-09-08 15:00:00,BATCH-A,Line-3,Polyester Blend,163.5,47.08,5,None,0,62.5
INS-1733,2026-09-08 15:15:00,BATCH-D,Line-1,Polyester Blend,189.5,41.01,0,None,0,0.0
INS-1734,2026-09-08 15:30:00,BATCH-B,Line-3,Denim,175.8,46.37,2,None,0,25.0
INS-1735,2026-09-08 15:45:00,BATCH-C,Line-3,Cotton,195.4,47.22,1,Broken Yarn,1,25.0
INS-1736,2026-09-08 16:00:00,BATCH-D,Line-3,Cotton,168.2,42.56,3,Broken Yarn,1,75.0
INS-1737,2026-09-08 16:15:00,BATCH-A,Line-2,Polyester Blend,172.9,47.1,3,Stain,1,120.0
INS-1738,2026-09-08 16:30:00,BATCH-A,Line-2,Cotton,197.3,45.4,0,None,0,0.0
INS-1739,2026-09-08 16:45:00,BATCH-D,Line-3,Denim,184.2,41.84,3,Broken Yarn,1,120.0
INS-1740,2026-09-08 17:00:00,BATCH-C,Line-3,Cotton,157.8,46.41,0,None,0,0.0
INS-1741,2026-09-08 17:15:00,BATCH-B,Line-2,Polyester Blend,183.9,43.55,1,None,0,12.5
INS-1742,2026-09-08 17:30:00,BATCH-B,Line-2,Denim,202.2,48.49,1,Crease,1,25.0
INS-1743,2026-09-08 17:45:00,BATCH-A,Line-1,Cotton,172.8,43.8,0,None,0,0.0
INS-1744,2026-09-08 18:00:00,BATCH-C,Line-1,Linen,189.0,38.55,2,Broken Yarn,1,25.0
INS-1745,2026-09-08 18:15:00,BATCH-B,Line-2,Denim,167.3,46.33,0,None,0,0.0
INS-1746,2026-09-08 18:30:00,BATCH-C,Line-3,Denim,177.9,46.15,1,Broken Yarn,1,25.0
INS-1747,2026-09-08 18:45:00,BATCH-C,Line-3,Linen,196.3,39.59,2,Broken Yarn,1,50.0
INS-1748,2026-09-08 19:00:00,BATCH-A,Line-3,Linen,183.3,48.75,1,None,0,25.0
